City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,itoman,26.1247,127.6694,23.01,78,50,3.09,JP,1682356641
281,salalah,17.0151,54.0924,29.05,74,20,3.09,OM,1682356244
282,gamba,-2.65,10.0,27.37,75,16,2.55,GA,1682356311
283,al ghayzah,16.2079,52.176,28.9,70,44,5.14,YE,1682356842
284,saint-francois,46.4154,3.9054,14.69,56,0,3.6,FR,1682356300
285,punta arenas,-53.15,-70.9167,7.06,93,100,3.6,CL,1682356296
286,luganville,-15.5333,167.1667,25.69,85,91,3.08,VU,1682356843
287,george town,5.4112,100.3354,26.96,93,20,1.54,MY,1682356843
288,mabaruma,8.2,-59.7833,27.86,82,68,2.65,GY,1682356636
289,tralee,52.2704,-9.7026,11.14,50,0,4.63,IE,1682356708
290,rufino,-34.2683,-62.7126,23.47,44,100,3.16,AR,1682356844
291,conde,-7.2597,-34.9075,28.7,74,40,4.63,BR,1682356844
292,mkuranga,-7.118,39.2078,24.28,90,100,2.14,TZ,1682356844
293,cesky brod,50.0742,14.8608,14.63,65,100,6.48,CZ,1682356844
294,babor - ville,36.4899,5.5393,23.56,55,26,2.9,DZ,1682356844
295,serenje,-13.2325,30.2352,15.36,79,17,1.4,ZM,1682356845
296,mbala,-8.8402,31.3659,16.6,93,97,1.95,ZM,1682356690
297,bonthe,7.5264,-12.505,30.24,69,69,4.91,SL,1682356404
298,charlottetown,46.2352,-63.1267,8.76,86,75,2.57,CA,1682356113
299,rio preto da eva,-2.6994,-59.6997,32.74,48,94,2.05,BR,1682356845
300,fort mcmurray,56.7268,-111.381,6.77,56,100,2.57,CA,1682356845
301,la'ie,21.6477,-157.9253,23.98,87,24,0.35,US,1682356688
302,boerne,29.7947,-98.732,16.75,77,100,3.6,US,1682356846
303,saint-pierre,-21.3393,55.4781,26.82,78,0,1.03,RE,1682356705
304,suva,-18.1416,178.4415,21.71,94,20,0.0,FJ,1682356846
305,labytnangi,66.6572,66.4183,-5.94,83,19,6.72,RU,1682356846
306,roma,43.2128,-75.4557,10.96,71,100,4.47,US,1682356565
307,morondava,-20.2833,44.2833,25.54,79,0,5.8,MG,1682356847
308,livingston,55.9029,-3.5226,9.33,57,0,4.63,GB,1682356656
309,sikasso,10.9167,-7.0,39.84,13,3,1.8,ML,1682356704
310,imbituba,-28.24,-48.6703,26.03,66,21,4.58,BR,1682356847
311,labuan,5.2767,115.2417,27.2,83,20,0.0,MY,1682356847
312,tilcara,-23.5776,-65.3509,11.81,39,29,1.16,AR,1682356847
313,kununurra,-15.7667,128.7333,20.99,88,7,0.51,AU,1682356847
314,tindouf,27.6711,-8.1474,35.79,8,9,2.78,DZ,1682356847
315,acajutla,13.5928,-89.8275,30.33,62,90,3.54,SV,1682356372
316,aberglasslyn,-32.7,151.5333,18.12,96,7,0.8,AU,1682356848
317,kapsan-up,41.0903,128.2933,2.37,61,90,1.34,KP,1682356848
318,lata,40.1629,-8.3327,23.29,55,80,4.69,PT,1682356249
319,terenozek,45.05,64.9833,18.52,32,0,5.26,KZ,1682356848
320,weno,7.4515,151.8468,25.97,100,100,2.06,FM,1682356849
321,fisterra,42.9049,-9.2629,18.34,90,100,5.11,ES,1682356259
322,rongelap,11.1635,166.8941,26.99,83,100,9.11,MH,1682356849
323,estacion santa engracia,24.0159,-99.2015,19.06,67,83,4.25,MX,1682356849
324,san pedro pochutla,15.7333,-96.4667,32.06,47,82,3.45,MX,1682356849
325,peniche,39.3558,-9.3811,22.38,72,65,5.2,PT,1682356715
326,khosta,43.5147,39.8689,11.02,93,100,4.02,RU,1682356850
327,kousseri,12.0769,15.0306,32.98,38,100,5.14,CM,1682356850
328,uyovu,-3.2833,31.5258,17.46,96,94,0.57,TZ,1682356850
329,abu jibeha,11.4562,31.2285,28.99,45,82,5.43,SD,1682356850
330,labasa,-16.4167,179.3833,23.08,91,89,1.74,FJ,1682356851
331,damghan,36.1683,54.348,23.41,26,69,1.83,IR,1682356851
332,rio grande,-32.035,-52.0986,29.06,66,2,4.83,BR,1682356694
333,bonanza,14.0289,-84.591,33.31,36,31,2.06,NI,1682356851
334,nazret,8.55,39.2667,23.42,50,33,5.29,ET,1682356851
335,ouadda,8.0777,22.4007,23.71,75,66,2.93,CF,1682356851
336,namibe,-15.1961,12.1522,24.53,71,54,6.51,AO,1682356852
337,manokwari,-0.8667,134.0833,26.0,80,44,1.27,ID,1682356852
338,kenora,49.8167,-94.4337,3.54,41,75,1.54,CA,1682356852
339,agat village,13.3886,144.6585,27.52,88,75,2.57,GU,1682356674
340,muroto-misakicho,33.2833,134.15,13.38,50,97,6.07,JP,1682356852
341,midvagur,62.0511,-7.1939,2.46,60,100,7.2,FO,1682356852
342,pontianak,-0.0333,109.3333,24.99,88,20,1.54,ID,1682356852
343,hays,30.0502,-98.0336,15.95,72,100,0.89,US,1682356853
344,hami,42.8,93.45,14.66,16,5,0.28,CN,1682356853
345,senador guiomard,-10.1522,-67.7392,27.86,83,82,2.3,BR,1682356853
346,key largo,25.0865,-80.4473,27.21,67,62,4.47,US,1682356851
347,isla del bosque,22.7333,-105.85,27.17,40,84,2.64,MX,1682356853
348,ca mau,9.1769,105.15,28.19,77,14,1.38,VN,1682356854
349,college,64.8569,-147.8028,-10.82,50,75,8.23,US,1682356854
350,seminole,28.7086,-81.2081,28.95,67,0,5.14,US,1682356854
351,bainbridge,47.6262,-122.5212,10.64,85,100,2.57,US,1682356645
352,chagoda,59.164,35.3285,13.48,57,27,2.67,RU,1682356854
353,nuuk,64.1835,-51.7216,4.34,75,40,6.17,GL,1682356709
354,kruisfontein,-34.0033,24.7314,19.38,92,100,3.92,ZA,1682356402
355,trincomalee,8.5711,81.2335,28.85,80,56,5.32,LK,1682356855
356,tuy hoa,13.0833,109.3,25.15,93,60,0.19,VN,1682356855
357,tukzar,35.9483,66.4213,18.59,27,28,0.74,AF,1682356855
358,broken hill,-31.95,141.4333,18.1,53,0,4.44,AU,1682356855
359,grand falls-windsor,48.9332,-55.6649,4.72,90,100,3.13,CA,1682356677
360,nadym,65.5333,72.5167,-3.56,87,100,13.02,RU,1682356693
361,wloclawek,52.6482,19.0678,15.87,76,100,3.35,PL,1682356855
362,pervomayskoye,43.919,46.7102,14.35,77,85,2.85,RU,1682356856
363,rolla,37.9514,-91.7713,16.24,32,0,2.06,US,1682356856
364,porto novo,6.4965,2.6036,28.55,72,100,2.49,BJ,1682356755
365,shahrak,34.1074,64.3052,14.37,36,97,0.8,AF,1682356856
366,touros,-5.1989,-35.4608,29.96,64,49,7.02,BR,1682356856
367,kristiansund,63.1115,7.732,4.03,65,75,6.69,NO,1682356363
368,saudarkrokur,65.7461,-19.6394,2.82,53,77,2.38,IS,1682356856
369,ribeira brava,32.65,-17.0667,22.35,73,100,1.46,PT,1682356856
370,at-bashi,41.1702,75.8106,12.43,39,100,2.21,KG,1682356857
371,astoria,46.1879,-123.8313,10.51,82,100,5.14,US,1682356857
372,sola,-13.8833,167.55,27.47,75,78,5.38,VU,1682356857
373,bulle,46.6195,7.0567,12.04,66,95,2.24,CH,1682356857
374,enshi,30.3,109.4833,9.51,95,100,0.1,CN,1682356857
375,villa santa rita,-34.6108,-58.481,23.83,80,40,5.14,AR,1682356857
376,byron bay,-28.65,153.6167,17.06,67,72,5.67,AU,1682356318
377,ndele,8.4109,20.6473,22.28,75,93,2.08,CF,1682356858
378,chonchi,-42.6128,-73.8092,13.4,59,25,1.78,CL,1682356858
379,olinda,-8.0089,-34.8553,28.85,70,40,5.14,BR,1682356858
380,hirara,24.8,125.2833,23.15,83,54,1.54,JP,1682356858
381,okha,53.5739,142.9478,-1.97,87,33,5.14,RU,1682356859
382,gunjur,13.2019,-16.7339,23.54,69,76,8.76,GM,1682356859
383,las tablas,7.7667,-80.2833,31.76,99,72,3.34,PA,1682356859
384,paraiso,9.8383,-83.8656,26.34,81,5,1.07,CR,1682356859
385,shetpe,44.1667,52.1167,24.09,18,96,11.55,KZ,1682356859
386,machico,32.7,-16.7667,22.35,68,20,6.17,PT,1682356694
387,zhongxing,33.7039,118.6792,10.75,61,100,1.88,CN,1682356860
388,nema,57.5067,50.5011,12.97,54,43,2.88,RU,1682356641
389,bodo,67.28,14.405,4.02,52,34,2.57,NO,1682356860
390,talnakh,69.4865,88.3972,2.34,78,51,4.33,RU,1682356860
391,praia da vitoria,38.7333,-27.0667,21.14,68,20,6.51,PT,1682356684
392,kasulu,-4.5767,30.1025,18.75,91,100,0.81,TZ,1682356861
393,jijel,36.8205,5.7667,20.06,71,51,1.66,DZ,1682356861
394,paya,18.25,-70.3,31.25,66,93,3.65,DO,1682356861
395,vega de alatorre,20.0333,-96.6333,23.01,86,98,5.51,MX,1682356861
396,yetkul',54.8221,61.588,12.07,53,53,3.71,RU,1682356861
397,jinchang,38.4953,102.1739,8.89,46,41,5.4,CN,1682356862
398,kalix,65.853,23.1565,-0.96,89,80,1.82,SE,1682356281
399,morozovsk,48.3539,41.8261,11.18,95,100,3.85,RU,1682356862
400,ljusdal,61.8288,16.0913,0.08,95,100,3.48,SE,1682356863
401,polican,40.6122,20.0981,14.57,71,100,3.82,AL,1682356864
402,pangody,65.85,74.4859,-3.86,94,100,11.13,RU,1682356864
403,ta`u,-14.2336,-169.5144,27.34,75,61,3.62,AS,1682356865
404,pleven,43.4167,24.6167,16.97,55,75,4.12,BG,1682356441
405,berriane,32.8265,3.7669,29.45,36,98,5.65,DZ,1682356866
406,redondo,38.6487,-7.5471,26.08,27,41,4.7,PT,1682356866
407,hobyo,5.3505,48.5268,29.21,72,23,6.51,SO,1682356855
408,lupiro,-8.3833,36.6667,24.33,87,82,0.94,TZ,1682356867
409,salamanca,40.8333,-6.0,21.56,47,80,5.08,ES,1682356733
410,sisimiut,66.9395,-53.6735,1.41,95,100,1.48,GL,1682356304
411,nogliki,51.8333,143.1667,-1.77,82,68,5.59,RU,1682356692
412,ogdensburg,44.6942,-75.4863,8.01,76,40,2.57,US,1682356867
413,ippy,6.2679,21.2247,20.7,82,93,2.13,CF,1682356868
414,charters towers,-20.1,146.2667,17.91,89,0,4.42,AU,1682356345
415,benjamin constant,-4.3831,-70.0311,23.07,94,100,2.06,BR,1682356868
416,lluta,-16.0147,-72.0142,15.18,48,0,4.54,PE,1682356869
417,balykshi,47.0667,51.8667,22.0,28,40,10.0,KZ,1682356869
418,gobabis,-22.45,18.9667,16.31,75,54,4.81,NA,1682356870
419,tabas,33.5959,56.9244,27.94,23,92,3.09,IR,1682356870
420,san angelo,31.4638,-100.437,13.54,86,100,3.6,US,1682356870
421,"laikit, laikit ii (dimembe)",1.4792,124.9735,21.47,100,40,0.51,ID,1682356871
422,jobabo,20.9692,-76.2994,30.01,39,18,3.59,CU,1682356872
423,riohacha,11.5444,-72.9072,29.36,60,58,4.53,CO,1682356872
424,dolinsk,47.35,142.8,2.4,66,80,5.94,RU,1682356873
425,magistral'nyy,56.1725,107.4458,-2.89,91,100,1.3,RU,1682356873
426,bubaque,11.2833,-15.8333,26.79,67,42,6.24,GW,1682356874
427,polyarnyy,69.1989,33.4478,-2.81,74,39,3.82,RU,1682356363
428,santa ana,33.7456,-117.8678,18.33,81,100,2.57,US,1682356473
429,dryden,49.7833,-92.7503,2.16,41,100,1.03,CA,1682356874
430,barclayville,4.6797,-8.2339,28.5,78,94,3.07,LR,1682356825
431,khurda,20.1833,85.6167,27.95,75,90,2.56,IN,1682356875
432,tazovsky,67.4667,78.7,-2.93,94,100,5.09,RU,1682356678
433,shingu,33.7333,135.9833,10.59,89,100,3.06,JP,1682356295
434,beberibe,-4.1797,-38.1306,29.54,64,72,3.81,BR,1682356875
435,alpena,45.0617,-83.4327,8.73,56,100,4.63,US,1682356876
436,aksu,41.1231,80.2644,17.79,15,49,2.34,CN,1682356674
437,mawlamyinegyunn,16.3833,95.2667,29.32,71,31,4.19,MM,1682356876
438,yuzhno-kurilsk,44.0306,145.8556,3.45,72,31,5.73,RU,1682356644
439,mantsala,60.6609,25.2838,12.82,58,33,2.44,FI,1682356877
440,karasburg,-28.0167,18.75,22.06,37,61,3.27,NA,1682356877
441,an nuhud,12.7,28.4333,34.01,21,28,2.78,SD,1682356877
442,anloga,5.7947,0.8973,29.3,71,100,4.69,GH,1682356330
443,tangalle,6.024,80.7911,26.82,82,53,1.0,LK,1682356878
444,lake munmorah,-33.1936,151.5719,18.22,95,55,1.74,AU,1682356878
445,loukhi,66.0764,33.0381,-4.03,93,70,1.39,RU,1682356661
446,arraial do cabo,-22.9661,-42.0278,25.98,61,75,3.09,BR,1682356879
447,changyon,38.2508,125.0961,9.7,50,97,1.33,KP,1682356879
448,okhotsk,59.3833,143.3,-3.04,85,100,3.2,RU,1682356074
449,polatsk,55.4859,28.7756,13.36,59,49,2.55,BY,1682356880
450,breves,-1.6822,-50.4803,27.79,82,99,1.42,BR,1682356316
451,mandalgovi,45.7625,106.2708,-1.22,35,2,4.03,MN,1682356091
452,el jadid,33.2549,-8.506,20.36,71,0,7.83,MA,1682356403
453,usinsk,65.9939,57.5281,-4.91,85,62,4.36,RU,1682356881
454,valverde del camino,37.5751,-6.7543,23.35,24,13,4.56,ES,1682356881
455,dipayal,29.2608,80.94,18.41,56,68,1.22,NP,1682356881
456,taoudenni,22.6783,-3.9836,37.46,8,0,6.41,ML,1682356882
457,qina,26.1642,32.7267,32.48,11,36,4.36,EG,1682356882
458,cooper's town,26.8667,-77.5167,24.01,71,63,3.47,BS,1682356882
459,al bardiyah,31.7561,25.0865,18.04,73,8,6.94,LY,1682356883
460,harstad,68.799,16.5293,2.66,74,39,1.15,NO,1682356883
461,vallenar,-28.5708,-70.7581,25.93,32,0,2.84,CL,1682356704
462,princeville,45.7668,-61.2985,5.34,87,100,1.54,CA,1682356884
463,nanning,22.8167,108.3167,16.25,83,100,2.15,CN,1682356633
464,ahus,55.9167,14.2833,10.23,100,100,3.09,SE,1682356884
465,beau vallon,-20.4189,57.6953,26.79,94,20,2.06,MU,1682356885
466,vianopolis,-16.7419,-48.5164,26.27,50,20,3.48,BR,1682356885
467,el granada,37.5027,-122.4694,18.16,69,0,7.72,US,1682356668
468,codrington,-38.2667,141.9667,14.21,68,0,3.49,AU,1682356885
469,kisangani,0.5167,25.2,21.63,90,100,1.15,CD,1682356886
470,soto la marina,23.7667,-98.2167,26.68,50,37,3.85,MX,1682356886
471,selfoss,63.9331,-20.9971,8.91,43,100,3.64,IS,1682356887
472,tamanrasset,22.785,5.5228,29.95,10,20,1.03,DZ,1682356669
473,hamilton,39.1834,-84.5333,9.22,52,100,4.12,US,1682356541
474,shahr-e babak,30.1165,55.1186,16.57,45,90,8.12,IR,1682356888
475,tual,-5.6667,132.75,28.2,73,62,0.87,ID,1682356888
476,fortuna,40.5982,-124.1573,13.29,75,80,2.68,US,1682356889
477,ust'-kulom,61.6864,53.6902,2.57,96,81,2.26,RU,1682356889
478,portland,45.5234,-122.6762,12.47,77,75,2.68,US,1682356244
479,metsemotlhaba,-24.5514,25.8031,23.07,43,0,4.12,BW,1682356889
480,fang,19.9169,99.2145,28.14,37,46,0.72,TH,1682356890
481,khovd,48.0056,91.6419,5.97,29,52,1.19,MN,1682356890
482,taltal,-25.4,-70.4833,20.61,70,2,3.89,CL,1682356890
483,kabansk,52.0486,106.6528,-2.71,67,30,1.79,RU,1682356891
484,alaghsas,17.0187,8.0168,38.22,7,7,7.26,NE,1682356891
485,korla,41.7597,86.1469,14.89,37,4,1.02,CN,1682356684
486,chul'man,56.8479,124.9104,-11.69,98,100,1.19,RU,1682356892
487,vadso,70.0744,29.7487,1.49,74,0,6.69,NO,1682356892
488,souillac,-20.5167,57.5167,25.21,94,20,2.06,MU,1682356349
489,kidal,18.4411,1.4078,36.97,5,0,8.12,ML,1682356348
490,kincardine,56.0667,-3.7167,10.28,47,99,3.36,GB,1682356893
491,bang krathum,16.5783,100.3003,32.25,42,3,1.13,TH,1682356893
492,nicoya,10.1483,-85.452,34.93,38,37,1.51,CR,1682356633
493,huilong,31.8111,121.655,12.05,87,99,3.5,CN,1682356893
494,mata-utu,-13.2816,-176.1745,27.63,73,100,1.9,WF,1682356894
495,yarmouth,41.7057,-70.2286,15.64,80,40,3.13,US,1682356705
496,chinde,26.8418,88.0763,16.02,64,0,2.55,NP,1682356895
497,ducheng,23.2373,111.5317,17.51,93,100,1.41,CN,1682356895
498,salahonda,2.1019,-78.7217,27.09,78,99,2.39,CO,1682356316
499,nadi,-17.8,177.4167,22.0,94,20,2.57,FJ,1682356896
500,saldanha,-33.0117,17.9442,16.64,95,57,1.89,ZA,1682356332
501,oranjemund,-28.55,16.4333,16.53,97,24,3.07,NA,1682356896
502,nova vicosa,-17.8919,-39.3719,26.81,64,79,6.38,BR,1682356896
503,popesti,47.2333,22.4167,13.77,85,100,2.24,RO,1682356897
504,berezovyy,51.6667,135.7,-1.59,70,98,3.53,RU,1682356897
505,gweru,-19.45,29.8167,21.42,40,27,5.78,ZW,1682356897
506,zyrya,40.3661,50.2917,17.05,67,100,5.11,AZ,1682356898
507,anna regina,7.2644,-58.5077,28.36,72,75,4.2,GY,1682356898
508,cullowhee,35.3137,-83.1765,17.18,37,0,1.54,US,1682356898
509,pacific grove,36.6177,-121.9166,16.47,77,0,3.6,US,1682356898
510,sparta,43.9441,-90.8129,8.89,58,100,5.14,US,1682356704
511,kone,-21.0595,164.8658,21.37,93,82,1.78,NC,1682356348
512,sitia,35.2,26.0986,18.88,69,77,0.89,GR,1682356847
513,borogontsy,62.6683,131.1683,-5.17,95,100,2.1,RU,1682356899
514,ola,59.5833,151.2833,1.75,82,100,4.67,RU,1682356899
515,holma,9.9008,13.0567,30.67,42,96,1.45,NG,1682356899
516,nacozari viejo,30.4,-109.65,21.25,15,0,4.63,MX,1682356899
517,mili,6.0815,171.735,28.0,79,100,8.81,MH,1682356900
518,laojunmiao,39.8333,97.7333,6.03,31,0,1.31,CN,1682356900
519,kapuskasing,49.4169,-82.4331,-0.95,80,100,3.6,CA,1682356900
520,angaur state,6.906,134.13,28.24,73,68,2.65,PW,1682356900
521,zouerate,22.7187,-12.4521,32.55,12,0,1.01,MR,1682356878
522,wanning,18.8003,110.3967,25.69,90,87,2.63,CN,1682356399
523,nassau,40.7507,-73.5829,16.19,51,40,1.34,US,1682356707
524,antofagasta,-23.65,-70.4,19.6,74,5,4.03,CL,1682356367
525,impfondo,1.6381,18.0667,28.24,59,94,1.31,CG,1682356901
526,balabac,7.9868,117.0645,28.2,78,73,2.75,PH,1682356371
527,hammerfest,70.6634,23.6821,-0.75,74,20,1.03,NO,1682356901
528,karungdong,5.8844,121.263,27.25,83,99,2.07,PH,1682356901
529,calabozo,8.9242,-67.4293,33.39,43,96,1.01,VE,1682356753
530,naze,28.3667,129.4833,18.51,81,99,8.41,JP,1682356902
531,cold lake,54.4502,-110.2017,8.97,31,100,7.72,CA,1682356822
532,santa rita,-7.1139,-34.9781,29.37,74,40,4.63,BR,1682356749
533,waat,51.1454,6.4958,12.21,69,40,4.63,DE,1682356902
534,qamdo,31.1667,97.2333,-0.2,40,96,0.59,CN,1682356319
535,farasan,16.7022,42.1183,29.41,78,22,1.49,SA,1682356902
536,bay roberts,47.5999,-53.2648,5.64,87,100,5.81,CA,1682356902
537,nayoro,44.3506,142.4578,3.23,64,44,4.33,JP,1682356903
538,fortaleza,-3.7227,-38.5247,31.07,62,20,5.66,BR,1682356654
539,lauro de freitas,-12.8944,-38.3272,29.01,74,40,3.6,BR,1682356844
540,kalengwa,-13.4659,25.0027,20.99,61,75,1.64,ZM,1682356903
541,arteche,12.2645,125.4048,25.37,87,36,2.32,PH,1682356903
542,acara,-1.9608,-48.1967,26.95,85,100,0.84,BR,1682356903
543,thames,-37.1333,175.5333,6.49,74,0,0.88,NZ,1682356904
544,menaka,15.9182,2.4022,40.27,8,8,4.9,ML,1682356872
545,hadibu,12.65,54.0333,28.6,68,53,0.16,YE,1682356904
546,callaway,30.153,-85.5699,24.39,55,96,4.92,US,1682356904
547,waddan,29.1614,16.139,27.97,22,89,5.53,LY,1682356904
548,susuman,62.7833,148.1667,-14.29,98,80,2.26,RU,1682356308
549,kerikeri,-35.2268,173.9474,7.73,92,6,1.45,NZ,1682356701
550,novyy urengoy,66.0833,76.6333,-5.01,91,96,7.16,RU,1682356905
551,baker city,44.7749,-117.8344,6.44,71,100,8.23,US,1682356832
552,barkhan,29.8977,69.5256,23.79,23,35,2.48,PK,1682356905
553,boujniba,32.9005,-6.7746,28.89,14,2,6.14,MA,1682356906
554,cannonvale,-20.2833,148.7,22.66,78,83,10.27,AU,1682356420
555,santa cruz do capibaribe,-7.9575,-36.2047,28.87,53,100,4.59,BR,1682356906
556,milagros,12.2181,123.5095,26.27,80,9,3.86,PH,1682356906
557,corner brook,48.9667,-57.9484,7.09,71,70,4.67,CA,1682356828
558,gorom-gorom,14.4439,-0.2361,39.36,9,3,2.18,BF,1682356906
559,salekhard,66.53,66.6019,-5.02,80,19,8.22,RU,1682356907
560,klaksvik,62.2266,-6.589,2.51,63,100,9.05,FO,1682356395
561,vom,9.7333,8.7833,25.67,43,100,1.7,NG,1682356907
562,nyandoma,61.669,40.1991,10.63,72,37,3.96,RU,1682356907
